Company_ID,Governorate,Industry,BI_Implementation_Year,Pre_BI_Decision_Making_Agility_Score,Post_BI_Decision_Making_Agility_Score,Pre_BI_Operational_Efficiency_Index,Post_BI_Operational_Efficiency_Index,Pre_BI_Data_Driven_Decisions_Percentage,Post_BI_Data_Driven_Decisions_Percentage,Revenue_Growth_After_BI_Percentage,Cost_Reduction_After_BI_Percentage,Customer_Satisfaction_Increase_After_BI_Percentage,Market_Share_Increase_After_BI_Percentage,Reference,Decision_Making_Agility_Improvement,Operational_Efficiency_Improvement,Data_Driven_Decisions_Improvement,Data_Source,Has_Negative_Agility_Improvement,Has_Negative_Efficiency_Improvement,Is_Recent_Implementation,Data_Quality_Flag,Reference_Standardized,Data_Last_Verified,Data_Version
133,Al-Hasakah,Retail,2019,6.3,6.7,64.8,74.1,40.6,87.6,9.0,9.3,12.8,6.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 132),0.4000000000000003,9.299999999999995,46.99999999999999,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
134,Tartus,Services,2020,6.0,5.6,68.3,77.6,51.0,90.6,25.8,14.9,10.6,3.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 133),-0.4000000000000003,9.299999999999995,39.6,Research,True,False,False,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
135,Daraa,Finance,2017,3.5,7.6,56.7,77.7,32.4,91.5,15.6,11.7,6.8,3.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 134),4.1,21.0,59.1,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
136,Idlib,Manufacturing,2017,2.6,7.5,60.7,91.2,29.7,84.1,19.1,13.2,16.0,8.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 135),4.9,30.5,54.39999999999999,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
137,As-Suwayda,Telecommunications,2018,6.2,9.1,68.6,77.3,29.8,85.2,9.6,5.8,8.5,8.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 136),2.8999999999999995,8.700000000000003,55.400000000000006,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
138,Deir ez-Zor,Manufacturing,2023,4.5,6.8,65.8,88.4,35.0,84.4,7.1,12.3,10.6,5.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 137),2.3,22.60000000000001,49.400000000000006,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
139,Homs,Retail,2023,4.7,9.0,63.3,84.3,32.2,86.5,21.7,7.9,5.9,3.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 138),4.3,21.0,54.3,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
140,Deir ez-Zor,Healthcare,2022,5.2,9.7,73.3,86.6,52.9,70.8,18.8,15.5,17.0,2.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 139),4.499999999999999,13.299999999999995,17.9,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
141,Hama,Telecommunications,2018,5.0,5.9,72.3,94.3,28.2,81.1,20.7,12.4,16.5,1.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 140),0.9000000000000004,22.0,52.89999999999999,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
142,As-Suwayda,Retail,2019,6.3,8.9,59.2,81.7,46.0,87.0,25.3,6.0,16.0,7.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 141),2.6000000000000005,22.5,41.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
143,As-Suwayda,Healthcare,2023,6.3,8.0,77.0,92.4,30.7,86.7,21.9,4.0,9.5,4.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 142),1.7000000000000002,15.400000000000006,56.0,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
144,Tartus,Manufacturing,2020,6.0,7.6,67.4,82.2,51.4,92.2,11.0,3.6,7.6,9.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 143),1.5999999999999996,14.799999999999995,40.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
145,Rif Dimashq,Retail,2024,5.0,7.3,73.5,80.3,53.8,88.3,15.3,8.6,14.6,7.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 144),2.3,6.799999999999997,34.5,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
146,Quneitra,Telecommunications,2018,5.7,8.9,69.3,97.8,39.0,97.8,27.8,7.0,12.4,2.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 145),3.2,28.5,58.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
147,Ar-Raqqah,Telecommunications,2024,5.2,8.2,79.9,75.3,51.4,77.9,24.7,12.7,7.7,6.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 146),2.999999999999999,-4.6000000000000085,26.500000000000007,Research,False,True,True,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
148,Rif Dimashq,Education,2017,4.8,9.0,73.8,72.6,25.2,80.1,19.8,10.5,15.3,4.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 147),4.2,-1.2000000000000028,54.89999999999999,Research,False,True,False,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
149,Idlib,Finance,2020,3.0,9.4,72.7,92.4,49.6,80.7,12.9,7.0,19.9,6.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 148),6.4,19.700000000000003,31.1,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
150,Idlib,Services,2020,5.7,8.2,74.5,72.0,31.9,83.0,13.9,5.2,16.2,7.6,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 149),2.499999999999999,-2.5,51.1,Research,False,True,False,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
151,Ar-Raqqah,Healthcare,2017,5.8,9.7,58.6,94.3,52.3,93.4,23.8,4.9,16.1,8.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 150),3.9,35.7,41.10000000000001,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
152,Al-Hasakah,Education,2018,5.0,8.1,60.1,82.7,25.0,76.6,26.6,16.0,19.3,8.6,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 151),3.1,22.6,51.6,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
153,Rif Dimashq,Services,2017,5.8,8.2,72.9,96.5,41.7,91.7,22.4,6.7,8.0,3.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 152),2.3999999999999995,23.599999999999994,50.0,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
154,Quneitra,Services,2024,5.1,7.9,67.3,90.9,47.7,81.3,25.6,12.8,13.5,1.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 153),2.8000000000000007,23.60000000000001,33.599999999999994,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
155,Homs,Retail,2022,3.3,5.9,73.9,87.7,32.8,86.9,24.6,15.2,19.7,7.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 154),2.6000000000000005,13.799999999999995,54.10000000000001,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
156,As-Suwayda,Services,2020,3.6,8.6,57.6,97.5,30.8,87.7,10.4,12.2,7.5,2.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 155),5.0,39.9,56.900000000000006,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
157,Aleppo,Finance,2021,3.4,7.9,68.4,81.5,27.5,80.4,16.8,15.9,15.5,3.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 156),4.5,13.099999999999994,52.900000000000006,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
158,Al-Hasakah,Telecommunications,2021,4.0,7.4,64.5,97.7,34.8,84.4,10.5,8.9,13.8,1.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 157),3.4000000000000004,33.2,49.60000000000001,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
159,Deir ez-Zor,Education,2024,2.7,9.4,66.4,73.9,41.8,81.6,12.4,17.3,13.8,7.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 158),6.7,7.5,39.8,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
160,As-Suwayda,Services,2019,5.0,6.8,70.1,84.0,28.5,71.9,27.0,5.0,15.5,2.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 159),1.7999999999999998,13.900000000000006,43.400000000000006,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
161,Rif Dimashq,Retail,2023,3.8,7.8,67.6,77.8,36.3,82.2,17.9,4.5,18.9,6.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 160),4.0,10.200000000000005,45.900000000000006,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
162,Rif Dimashq,Finance,2017,5.1,8.5,68.5,85.7,25.3,72.7,19.3,12.9,16.7,9.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 161),3.4000000000000004,17.200000000000003,47.400000000000006,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
163,Ar-Raqqah,Manufacturing,2017,4.0,8.9,67.2,74.7,49.6,81.3,11.1,17.1,5.8,1.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 162),4.9,7.5,31.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
164,Damascus,Telecommunications,2019,5.2,7.5,65.2,94.4,28.9,86.6,14.2,15.1,17.8,1.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 163),2.3,29.200000000000003,57.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
165,Quneitra,Telecommunications,2019,3.9,9.1,74.3,94.5,33.5,86.2,12.3,4.1,8.4,4.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 164),5.199999999999999,20.200000000000003,52.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
166,Ar-Raqqah,Education,2024,3.5,8.8,55.3,97.7,25.6,88.6,11.7,7.2,10.7,8.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 165),5.300000000000001,42.400000000000006,62.99999999999999,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
167,Ar-Raqqah,Telecommunications,2024,4.5,5.8,70.0,74.5,38.0,72.7,21.7,17.0,11.9,2.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 166),1.2999999999999998,4.5,34.7,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
168,Aleppo,Services,2019,5.3,5.7,69.1,88.1,50.2,88.3,12.9,6.8,12.2,4.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 167),0.4000000000000003,19.0,38.1,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
169,Al-Hasakah,Retail,2020,3.9,8.2,72.9,83.8,36.8,78.7,21.5,14.7,11.5,1.6,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 168),4.299999999999999,10.899999999999991,41.900000000000006,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
170,Tartus,Telecommunications,2024,6.2,7.0,70.0,80.0,30.4,81.2,8.3,15.4,19.1,7.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 169),0.7999999999999998,10.0,50.8,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
171,Aleppo,Telecommunications,2022,2.7,6.4,75.7,80.2,47.6,94.0,10.3,10.4,15.6,4.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 170),3.7,4.5,46.4,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
172,As-Suwayda,Manufacturing,2024,4.2,8.0,79.0,82.0,48.7,70.3,13.3,8.8,14.5,7.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 171),3.8,3.0,21.599999999999994,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
173,Tartus,Manufacturing,2017,6.4,7.0,63.6,90.4,30.2,86.5,20.7,9.8,5.7,9.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 172),0.5999999999999996,26.800000000000004,56.3,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
174,Hama,Healthcare,2024,4.7,7.8,60.7,87.4,48.1,86.8,22.5,6.4,18.6,3.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 173),3.1,26.700000000000003,38.7,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
175,Homs,Finance,2020,4.2,7.5,65.6,83.3,53.4,81.1,17.2,16.3,18.6,8.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 174),3.3,17.700000000000003,27.7,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
176,Rif Dimashq,Services,2019,4.8,8.0,62.2,72.2,30.0,76.6,17.3,9.8,16.7,1.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 175),3.2,10.0,46.6,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
177,Damascus,Telecommunications,2017,4.8,7.2,70.4,72.3,48.1,76.6,23.7,16.2,5.1,9.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 176),2.4000000000000004,1.899999999999992,28.5,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
178,Damascus,Telecommunications,2024,5.4,8.5,77.8,70.1,46.3,94.7,7.4,4.6,5.9,6.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 177),3.1,-7.700000000000003,48.400000000000006,Research,False,True,True,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
179,Idlib,Retail,2020,3.0,6.3,58.5,98.1,39.2,82.4,14.8,17.8,8.4,8.9,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 178),3.3,39.6,43.2,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
180,Hama,Healthcare,2022,3.5,8.5,57.5,70.2,26.7,79.3,25.8,9.6,7.0,1.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 179),5.0,12.700000000000005,52.6,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
181,Al-Hasakah,Finance,2024,4.8,7.3,61.4,73.0,27.2,82.6,20.9,3.7,11.0,2.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 180),2.5,11.6,55.39999999999999,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
182,Homs,Healthcare,2020,6.0,9.3,73.2,79.1,50.6,88.7,14.8,3.6,18.8,4.5,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 181),3.3000000000000007,5.899999999999992,38.1,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
183,Homs,Education,2022,4.7,7.7,69.8,93.4,54.7,74.1,27.8,14.2,12.1,4.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 182),3.0,23.60000000000001,19.39999999999999,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
184,Daraa,Finance,2019,3.5,9.7,57.6,97.9,45.3,82.6,24.8,12.9,5.2,3.0,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 183),6.199999999999999,40.3,37.3,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
185,Ar-Raqqah,Telecommunications,2024,5.2,8.1,78.0,92.9,38.4,86.5,13.1,15.0,9.2,4.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 184),2.8999999999999995,14.900000000000006,48.1,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
186,Al-Hasakah,Telecommunications,2022,5.5,6.5,74.8,90.0,44.4,96.6,21.8,4.6,5.7,2.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 185),1.0,15.200000000000005,52.2,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
187,Rif Dimashq,Finance,2017,3.5,9.0,55.6,85.1,42.8,77.1,20.7,3.5,5.5,4.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 186),5.5,29.5,34.3,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
188,Idlib,Telecommunications,2019,4.0,7.0,71.3,72.5,36.5,80.1,16.2,10.6,9.1,8.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 187),3.0,1.2000000000000028,43.6,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
189,Quneitra,Services,2017,4.6,7.0,74.3,97.8,27.0,80.6,15.4,8.8,9.1,5.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 188),2.4000000000000004,23.5,53.6,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
190,Quneitra,Finance,2021,4.5,5.6,64.4,92.0,49.6,87.0,14.9,9.9,16.8,1.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 189),1.0999999999999996,27.599999999999994,37.4,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
191,Latakia,Healthcare,2018,4.1,7.9,56.7,88.5,36.2,80.0,21.2,17.9,19.6,4.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 190),3.8000000000000007,31.8,43.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
192,Homs,Finance,2024,3.7,7.8,56.9,92.0,49.6,84.9,17.2,17.6,10.6,1.2,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 191),4.1,35.1,35.300000000000004,Research,False,False,True,Preliminary,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
193,Tartus,Telecommunications,2022,2.9,7.0,57.6,91.0,32.6,91.9,26.1,17.1,11.4,9.7,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 192),4.1,33.4,59.3,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
194,Hama,Services,2018,2.7,9.3,76.0,88.5,25.0,89.8,22.4,14.8,17.7,2.1,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 193),6.6000000000000005,12.5,64.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
195,Damascus,Services,2018,6.3,6.1,77.8,98.4,29.8,82.5,8.6,8.3,9.0,7.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 194),-0.2000000000000001,20.60000000000001,52.7,Research,True,False,False,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
196,Rif Dimashq,Education,2022,5.9,6.9,58.1,96.2,39.1,94.2,21.7,9.2,7.3,9.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 195),1.0,38.1,55.1,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
197,Hama,Healthcare,2019,3.9,6.9,60.9,88.8,53.3,85.6,13.2,11.2,17.8,8.4,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 196),3.0000000000000004,27.9,32.3,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
198,As-Suwayda,Manufacturing,2024,6.3,5.9,59.1,90.1,28.1,85.1,20.6,15.5,5.7,7.3,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 197),-0.3999999999999994,31.0,56.99999999999999,Research,True,False,True,Unusual,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
199,Daraa,Manufacturing,2021,5.2,7.6,59.7,71.5,50.6,71.0,22.6,4.0,14.3,8.6,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 198),2.3999999999999995,11.799999999999995,20.4,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
200,Damascus,Finance,2017,4.4,8.5,75.9,89.4,40.8,97.6,12.3,9.4,13.4,9.8,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria (Sample 199),4.1,13.5,56.8,Research,False,False,False,Normal,Hayan Hamdan (2022) - Effect of Business Intelligence System on Organizational Agility: Evidence from Syria,2025-12-04,1.1
201,Damascus,Manufacturing,2023,3.8,7.4,68.4,90.0,33.3,76.7,16.0,3.9,13.6,6.2,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.6000000000000005,21.599999999999994,43.400000000000006,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
202,Damascus,Telecommunications,2019,2.8,5.8,65.3,79.8,38.2,84.5,30.0,11.0,13.4,5.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.0,14.5,46.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
